Year,Sector,Fuel.Type,Methane.emissions,Industry.Type
2013,Power Plants,4,0.25,"C,D"
2013,Power Plants,1,2783.5,"C,D"
2013,Power Plants,4,3.5,"C,D"
2012,Power Plants,1,7340,"C,D"
2012,Power Plants,4,1.5,"C,D"
2012,Power Plants,4,0.25,"C,D"
2012,Power Plants,1,2688.5,"C,D"
2012,Power Plants,4,1.75,"C,D"
2011,Power Plants,1,7287.5,"C,D"
2011,Power Plants,4,2.25,"C,D"
2011,Power Plants,4,0.25,"C,D"
2011,Power Plants,1,2832.75,"C,D"
2011,Power Plants,4,3,"C,D"
2019,Power Plants,2,13.75,C
2019,Power Plants,2,7.25,C
2019,Power Plants,2,1.75,C
2018,Power Plants,2,0.75,C
2018,Power Plants,2,5,C
2018,Power Plants,2,6,C
2018,Power Plants,2,13,C
2017,Power Plants,2,0.25,C
2017,Power Plants,2,12.5,C
2017,Power Plants,2,1.75,C
2017,Power Plants,2,7,C
2016,Power Plants,2,5.5,C
2016,Power Plants,2,0.5,C
2016,Power Plants,2,15.25,C
2015,Power Plants,2,2,C
2015,Power Plants,2,4.5,C
2015,Power Plants,2,2.25,C
2015,Power Plants,2,13,C
2014,Power Plants,2,0.5,C
2014,Power Plants,2,2.75,C
2014,Power Plants,2,3.25,C
2014,Power Plants,2,17.25,C
2013,Power Plants,2,0.25,C
2013,Power Plants,2,3.75,C
2013,Power Plants,2,17,C
2012,Power Plants,2,0.25,C
2012,Power Plants,2,0.25,C
2012,Power Plants,2,1,C
2012,Power Plants,2,16.25,C
2011,Power Plants,2,0.75,C
2011,Power Plants,2,0.5,C
2011,Power Plants,2,3.25,C
2011,Power Plants,2,16.25,C
2022,Power Plants,2,2.25,C
2022,Power Plants,2,10.5,C
2022,Power Plants,2,3.5,C
2022,Power Plants,2,5.25,C
2021,Power Plants,2,0.75,C
2021,Power Plants,2,13,C
2021,Power Plants,2,5.75,C
2021,Power Plants,2,1.5,C
2020,Power Plants,2,0.75,C
2020,Power Plants,2,12.75,C
2020,Power Plants,2,6,C
2020,Power Plants,2,0.25,C
2022,Power Plants,2,0.25,C
2022,Power Plants,3,166.25,C
2022,Power Plants,3,277.25,C
2021,Power Plants,3,172.5,C
2021,Power Plants,3,352.25,C
2020,Power Plants,2,0.25,C
2020,Power Plants,3,271,C
2020,Power Plants,3,303.75,C
2019,Power Plants,3,275.75,C
2019,Power Plants,3,299,C
2018,Power Plants,3,267,C
2018,Power Plants,3,298.75,C
2017,Power Plants,3,249.25,C
2017,Power Plants,3,305.25,C
2016,Power Plants,3,258.25,C
2016,Power Plants,3,302.25,C
2015,Power Plants,3,256,C
2015,Power Plants,3,300.5,C
2014,Power Plants,3,249.5,C
2014,Power Plants,3,301.25,C
2013,Power Plants,3,247.5,C
2013,Power Plants,3,2175,C
2012,Power Plants,3,260,C
2012,Power Plants,3,2202.5,C
2011,Power Plants,3,247.5,C
2011,Power Plants,3,2210,C
2022,Power Plants,2,0.75,C
2022,Power Plants,3,135,C
2022,Power Plants,3,239.75,C
2021,Power Plants,3,177.5,C
2021,Power Plants,3,293.75,C
2020,Power Plants,2,0.25,C
2020,Power Plants,3,241.25,C
2020,Power Plants,3,308.25,C
2019,Power Plants,3,244,C
2019,Power Plants,3,309,C
2018,Power Plants,3,266.25,C
2018,Power Plants,3,301.5,C
2017,Power Plants,2,0.25,C
2017,Power Plants,3,239,C
2017,Power Plants,3,295,C
2016,Power Plants,3,268.5,C
2016,Power Plants,3,300.25,C
2015,Power Plants,2,0.25,C
2015,Power Plants,3,286.5,C
2015,Power Plants,3,319,C
2014,Power Plants,3,256.75,C
2014,Power Plants,3,313,C
2013,Power Plants,3,262.5,C
2013,Power Plants,3,1872.5,C
2012,Power Plants,3,287.5,C
2012,Power Plants,3,2195,C
2011,Power Plants,3,320,C
2011,Power Plants,3,2152.5,C
2017,Power Plants,2,0.25,C
2016,Power Plants,2,2,C
2015,Power Plants,2,2.25,C
2014,Power Plants,1,7,C
2014,Power Plants,2,7.75,C
2013,Power Plants,1,98,C
2013,Power Plants,2,0.25,C
2012,Power Plants,1,64.25,C
2011,Power Plants,1,17,C
2022,Power Plants,2,4,"C,D"
2021,Power Plants,2,0.25,"C,D"
2021,Power Plants,2,11,"C,D"
2021,Power Plants,2,4,"C,D"
2020,Power Plants,2,2.5,"C,D"
2020,Power Plants,2,13.5,"C,D"
2020,Power Plants,2,2.25,"C,D"
2019,Power Plants,2,3,"C,D"
2019,Power Plants,2,0.5,"C,D"
2019,Power Plants,2,1.5,"C,D"
2018,Power Plants,2,3.25,"C,D"
2018,Power Plants,2,1.75,"C,D"
2018,Power Plants,2,1.25,"C,D"
2017,Power Plants,2,4.5,"C,D"
2017,Power Plants,2,1,"C,D"
2017,Power Plants,2,1,"C,D"
2016,Power Plants,2,6.25,"C,D"
2016,Power Plants,2,12.75,"C,D"
2015,Power Plants,2,0.5,"C,D"
2015,Power Plants,2,26,"C,D"
2015,Power Plants,1,53.25,"C,D"
2015,Power Plants,3,71,"C,D"
2014,Power Plants,2,0.75,"C,D"
2014,Power Plants,2,40.5,"C,D"
2014,Power Plants,1,134.5,"C,D"
2014,Power Plants,3,228.75,"C,D"
2013,Power Plants,2,2.25,"C,D"
2013,Power Plants,2,35.75,"C,D"
2013,Power Plants,1,3.25,"C,D"
2013,Power Plants,1,5.5,"C,D"
2013,Power Plants,2,0.25,"C,D"
2013,Power Plants,3,289.75,"C,D"
2013,Power Plants,4,0.025,"C,D"
2012,Power Plants,2,1.75,D
2012,Power Plants,1,33.25,D
2012,Power Plants,2,0.25,D
2012,Power Plants,1,28.5,D
2012,Power Plants,2,0.25,D
2011,Power Plants,2,2,D
2011,Power Plants,1,32.25,D
2011,Power Plants,2,3.5,D
2011,Power Plants,1,39.75,D
2022,Power Plants,2,90.75,"C,D"
2022,Power Plants,2,148.5,"C,D"
2022,Power Plants,2,323.75,"C,D"
2022,Power Plants,2,328.25,"C,D"
2022,Power Plants,2,0.25,"C,D"
2021,Power Plants,2,56.5,"C,D"
2021,Power Plants,2,77,"C,D"
2021,Power Plants,2,264.5,"C,D"
2021,Power Plants,2,273.5,"C,D"
2021,Power Plants,2,0.25,"C,D"
2020,Power Plants,2,113.75,"C,D"
2020,Power Plants,2,62.75,"C,D"
2020,Power Plants,2,325.75,"C,D"
2020,Power Plants,2,322.5,"C,D"
2019,Power Plants,2,65.75,"C,D"
2019,Power Plants,2,37,"C,D"
2019,Power Plants,2,346,"C,D"
2019,Power Plants,2,355,"C,D"
2018,Power Plants,2,60.5,"C,D"
2018,Power Plants,2,48.5,"C,D"
2018,Power Plants,2,257.25,"C,D"
2018,Power Plants,2,268.25,"C,D"
2018,Power Plants,2,0.25,"C,D"
2017,Power Plants,2,26.75,"C,D"
2017,Power Plants,2,24,"C,D"
2017,Power Plants,2,282.5,"C,D"
2017,Power Plants,2,288.5,"C,D"
2017,Power Plants,2,0.25,"C,D"
2016,Power Plants,2,51.5,"C,D"
2016,Power Plants,2,41.5,"C,D"
2016,Power Plants,2,337.5,"C,D"
2016,Power Plants,2,355.25,"C,D"
2015,Power Plants,2,31,"C,D"
2015,Power Plants,2,33.75,"C,D"
2015,Power Plants,2,303.25,"C,D"
2015,Power Plants,2,310.5,"C,D"
2015,Power Plants,2,0.25,"C,D"
2014,Power Plants,2,24.5,"C,D"
2014,Power Plants,2,22.5,"C,D"
2014,Power Plants,2,170.75,"C,D"
2014,Power Plants,2,187,"C,D"
2014,Power Plants,2,0.25,"C,D"
2013,Power Plants,2,27.75,"C,D"
2013,Power Plants,2,23.5,"C,D"
2013,Power Plants,2,121.25,"C,D"
2013,Power Plants,2,113.25,"C,D"
2013,Power Plants,2,0.25,"C,D"
2012,Power Plants,2,49,"C,D"
2012,Power Plants,2,62.75,"C,D"
2012,Power Plants,2,228,"C,D"
2012,Power Plants,2,245.5,"C,D"
2011,Power Plants,2,24.75,"C,D"
2011,Power Plants,2,23.25,"C,D"
2011,Power Plants,2,157.5,"C,D"
2011,Power Plants,2,159,"C,D"
2011,Power Plants,2,0.25,"C,D"
